temp,hum,light,motion,predTemp,predHum,predLight,anomTemp,anomHum,anomLight,led1,led2,buzz
40.4885949628024,67.3218127823161,800,0,29.96608514845207,26.216945379304676,4031,1.684821216612011,0.6465744231627533,-1.242827501659397,1,0,1
25.364184003666686,67.26577248420554,179,0,18.661527254731816,74.47062150800517,1461,-0.666391322664739,0.593491440439022,-1.752018266452463,0,0,0
25.13256038318242,25.14042039418134,858,0,26.655182255388596,60.875901994809674,3791,-0.6556345798535987,-1.7402444715231467,-1.2186518630013379,1,0,0
29.137874529649373,37.65371659318444,3812,0,40.4885949628024,67.3218127823161,800,0.017835239195767082,-0.9627934400891254,1.1596083422247714,1,0,1
31.893946774886913,45.37012392115305,1321,0,25.364184003666686,67.26577248420554,179,0.41661591609304033,-0.4985995367105338,-0.7950470176813301,0,0,0
23.27139108001925,27.761589050000396,3191,1,25.13256038318242,25.14042039418134,858,-0.9565737763246743,-1.4112260961281144,0.656775680449479,1,1,0
18.093200792368396,56.51191053888642,20,1,29.137874529649373,37.65371659318444,3812,-1.7054963942736994,0.13134918635209084,-1.7894261813011278,1,1,0
19.90548694530083,25.060707731347,2960,1,31.893946774886913,45.37012392115305,1321,-1.320017564918539,-1.500505969441552,0.47002319774061985,0,1,0
39.104047237927155,24.03033199190222,3722,0,23.27139108001925,27.761589050000396,3191,1.6064395797549513,-1.4422161212096223,1.0727990546608208,1,0,1
40.56367247345672,45.813974129374785,312,1,18.093200792368396,56.51191053888642,20,1.6801702023004637,-0.29808031891392894,-1.4581019181676225,0,1,1
32.28887574447222,40.692230183225384,3563,1,19.90548694530083,25.060707731347,2960,0.4670907438428274,-0.5238298292454577,1.0260014688604255,1,1,0
35.4051669616417,58.530912757061145,196,0,39.104047237927155,24.03033199190222,3722,0.884802081392449,0.49425988082879124,-1.5019273235628443,1,0,1
32.32521389937658,80.19851040880681,2478,0,40.56367247345672,45.813974129374785,312,0.3738845931385861,1.6775485114141848,0.18312845483886522,0,0,1
25.237896266864368,21.919526438119938,3405,0,32.28887574447222,40.692230183225384,3563,-0.6727316242742637,-1.4685649996154257,0.8264113798386606,1,0,0
18.949634336526554,30.589896753606013,1246,1,35.4051669616417,58.530912757061145,196,-1.5699669771816802,-0.9350455797327919,-0.8060265705674491,0,1,1
38.66643896842612,88.89450191952326,3944,0,32.32521389937658,80.19851040880681,2478,1.473549448859909,2.0680616573039243,1.2351408030491835,1,0,1
27.849706288397876,34.369930279303354,1811,0,25.237896266864368,21.919526438119938,3405,-0.23249167293238787,-0.6723705732071138,-0.37055063417091616,1,0,0
41.23532665353464,88.78677679202471,860,1,18.949634336526554,30.589896753606013,1246,1.7699398769614896,2.0966802718281863,-1.0213336869309637,0,1,1
30.90476693812522,40.66159281240815,3298,0,38.66643896842612,88.89450191952326,3944,0.21377836749333867,-0.3409569571211733,0.7939912244495926,1,0,1
34.61432023348387,78.9211133476754,3536,0,27.849706288397876,34.369930279303354,1811,0.7278822689030697,1.5183657788579594,0.9599650796663216,1,0,0
37.8339336963187,29.84214771751644,1879,0,41.23532665353464,88.78677679202471,860,1.1817080562556608,-0.8385814647127904,-0.2501786790291113,0,0,1
23.97361436987596,85.47859004280215,481,1,30.90476693812522,40.66159281240815,3298,-0.8864307471510252,1.705256126327093,-1.2380218573848953,1,1,0
32.50786970733822,48.23905479211342,2224,0,34.61432023348387,78.9211133476754,3536,0.35258801424837843,-0.06377926498993632,0.06980542277882996,1,0,0
25.957321747119938,57.056511431121,2053,0,37.8339336963187,29.84214771751644,1879,-0.6155833565726461,0.3422171889363623,-0.08708616601315326,0,0,1
40.729406515446655,84.7175360446063,2796,0,23.97361436987596,85.47859004280215,481,1.500050421740222,1.5326872414625163,0.5160300117362996,0,0,1
26.73344938615413,45.08144818094402,2277,1,32.50786970733822,48.23905479211342,2224,-0.5043981364059296,-0.3073996576469015,0.1080832203970094,0,1,0
27.4102878773013,82.75671249050681,2629,1,25.957321747119938,57.056511431121,2053,-0.3768623291460621,1.3566182931391055,0.35561559977951906,0,1,0
23.171584898882312,41.76517253517699,114,0,40.729406515446655,84.7175360446063,2796,-0.939692204102321,-0.5259501802133849,-1.4924096199046262,0,0,1
39.0332152950358,75.21703374798915,383,1,26.73344938615413,45.08144818094402,2277,1.233959497557061,1.0113774129792727,-1.2274027520615993,0,1,1
33.69982746653769,24.41730765281583,1231,0,27.4102878773013,82.75671249050681,2629,0.43141203226479985,-1.2368955547935072,-0.5355417050591041,0,0,0
